param sigma
65 21 21.01
65 22 21.84
65 23 22.63
65 24 23.39
65 25 24.10
65 26 24.75
65 27 25.18
65 28 10.71
65 29 11.34
65 30 12.12
65 31 13.00
65 32 13.93
65 33 14.90
65 34 15.89
65 35 16.91
65 36 17.96
65 37 19.04
65 38 20.18
65 39 21.43
65 40 23.37
65 41 8.10
65 42 7.13
65 43 6.50
65 44 6.19
65 45 6.18
65 46 6.46
65 47 6.98
65 48 7.70
65 49 8.59
65 50 9.63
65 51 10.86
65 52 12.38
65 53 15.30
65 54 11.06
65 55 10.18
65 56 9.31
65 57 8.45
65 58 7.58
65 59 6.70
65 60 5.79
65 61 4.84
65 62 3.84
65 63 2.75
65 64 1.52
65 65 0.00
65 66 3.18
65 67 15.11
65 68 15.29
65 69 15.36
65 70 15.34
65 71 15.25
65 72 15.11
65 73 14.91
65 74 14.64
65 75 14.30
65 76 13.86
65 77 13.26
65 78 12.37
65 79 9.90
65 80 7.26
66 1 19.84
66 2 17.15
66 3 18.26
66 4 19.19
66 5 19.98
66 6 20.69
66 7 21.31
66 8 21.86
66 9 22.35
66 10 22.76
66 11 23.10
66 12 23.33
66 13 23.37
66 14 22.52
66 15 14.61
66 16 15.78
66 17 16.89
66 18 17.94
66 19 18.95
66 20 19.92
66 21 20.86
66 22 21.77
66 23 22.66
66 24 23.52
66 25 24.36
66 26 25.18
66 27 26.00
66 28 10.32
66 29 10.61
66 30 11.15
66 31 11.86
66 32 12.67
66 33 13.56
66 34 14.51
66 35 15.51
66 36 16.57
66 37 17.68
66 38 18.88
66 39 20.25
66 40 22.52
66 41 8.98
66 42 7.79
66 43 6.81
66 44 6.05
66 45 5.53
66 46 5.28
66 47 5.34
66 48 5.71
66 49 6.36
66 50 7.25
66 51 8.40
66 52 9.90
66 53 13.00
66 54 12.70
66 55 12.04
66 56 11.37
66 57 10.68
66 58 9.96
66 59 9.22
66 60 8.44
66 61 7.62
66 62 6.73
66 63 5.75
66 64 4.62
66 65 3.18
66 66 0.00
66 67 16.37
66 68 16.78
66 69 17.03
66 70 17.19
66 71 17.26
66 72 17.27
66 73 17.20
66 74 17.07
66 75 16.86
66 76 16.54
66 77 16.07
66 78 15.30
66 79 13.00
66 80 6.51
67 1 4.70
67 2 4.28
67 3 4.25
67 4 4.34
67 5 4.53
67 6 4.80
67 7 5.14
67 8 5.54
67 9 5.97
67 10 6.45
67 11 6.95
67 12 7.50
67 13 8.10
67 14 8.98
67 15 7.42
67 16 7.93
67 17 8.36
67 18 8.74
67 19 9.09
67 20 9.40
67 21 9.70
67 22 9.98
67 23 10.23
67 24 10.45
67 25 10.63
67 26 10.71
67 27 10.32
67 28 8.57
67 29 9.55
67 30 10.38
67 31 11.10
67 32 11.75
67 33 12.34
67 34 12.89
67 35 13.39
67 36 13.85
67 37 14.26
67 38 14.61
67 39 14.86
67 40 14.61
67 41 7.42
67 42 8.65
67 43 9.72
67 44 10.69
67 45 11.58
67 46 12.42
67 47 13.21
67 48 13.97
67 49 14.69
67 50 15.38
67 51 16.04
67 52 16.66
67 53 17.15
67 54 4.28
67 55 5.47
67 56 6.58
67 57 7.64
67 58 8.64
67 59 9.60
67 60 10.54
67 61 11.45
67 62 12.35
67 63 13.25
67 64 14.16
67 65 15.11
67 66 16.37
67 67 0.00
67 68 1.24
67 69 2.36
67 70 3.39
67 71 4.37
67 72 5.33
67 73 6.26
67 74 7.18
67 75 8.10
67 76 9.03
67 77 10.00
67 78 11.06
67 79 12.70
67 80 11.14
68 1 5.44
68 2 5.47
68 3 5.30
68 4 5.20
68 5 5.18
68 6 5.22
68 7 5.33
68 8 5.50
68 9 5.73
68 10 6.01
68 11 6.33
68 12 6.70
68 13 7.13
68 14 7.79
68 15 8.65
68 16 9.18
68 17 9.60
68 18 9.96
68 19 10.27
68 20 10.55
68 21 10.79
68 22 11.01
68 23 11.19
68 24 11.32
68 25 11.39
68 26 11.34
68 27 10.61
68 28 9.55
68 29 10.59
68 30 11.47
68 31 12.22
68 32 12.91
68 33 13.52
68 34 14.09
68 35 14.61
68 36 15.08
68 37 15.50
68 38 15.85
68 39 16.09
68 40 15.78
68 41 7.93
68 42 9.18
68 43 10.28
68 44 11.28
68 45 12.22
68 46 13.10
68 47 13.94
68 48 14.74
68 49 15.51
68 50 16.25
68 51 16.97
68 52 17.65
68 53 18.26
68 54 4.25
68 55 5.30
68 56 6.37
68 57 7.41
68 58 8.43
68 59 9.42
68 60 10.40
68 61 11.36
68 62 12.31
68 63 13.27
68 64 14.25
68 65 15.29
68 66 16.78
68 67 1.24
68 68 0.00
68 69 1.12
68 70 2.17
68 71 3.17
68 72 4.15
68 73 5.11
68 74 6.06
68 75 7.02
68 76 8.00
68 77 9.03
68 78 10.18
68 79 12.04
68 80 11.87
69 1 6.36
69 2 6.59
69 3 6.37
69 4 6.19
69 5 6.05
69 6 5.95
69 7 5.89
69 8 5.89
69 9 5.92
69 10 6.00
69 11 6.13
69 12 6.29
69 13 6.50
69 14 6.81
69 15 9.72
69 16 10.28
69 17 10.72
69 18 11.08
69 19 11.39
69 20 11.65
69 21 11.87
69 22 12.05
69 23 12.19
69 24 12.27
69 25 12.28
69 26 12.12
69 27 11.15
69 28 10.38
69 29 11.47
69 30 12.38
69 31 13.17
69 32 13.89
69 33 14.53
69 34 15.13
69 35 15.67
69 36 16.16
69 37 16.60
69 38 16.96
69 39 17.21
69 40 16.89
69 41 8.36
69 42 9.60
69 43 10.72
69 44 11.75
69 45 12.72
69 46 13.63
69 47 14.51
69 48 15.35
69 49 16.16
69 50 16.95
69 51 17.71
69 52 18.45
69 53 19.19
69 54 4.34
69 55 5.20
69 56 6.19
69 57 7.20
69 58 8.21
69 59 9.21
69 60 10.21
69 61 11.20
69 62 12.19
69 63 13.19
69 64 14.23
69 65 15.36
69 66 17.03
69 67 2.36
69 68 1.12
69 69 0.00
69 70 1.05
69 71 2.07
69 72 3.06
69 73 4.03
69 74 5.01
69 75 6.00
69 76 7.02
69 77 8.10
69 78 9.31
69 79 11.37
69 80 12.44
70 1 7.34
70 2 7.64
70 3 7.41
70 4 7.20
70 5 7.00
70 6 6.82
70 7 6.66
70 8 6.53
70 9 6.42
70 10 6.34
70 11 6.27
70 12 6.23
70 13 6.19
70 14 6.05
70 15 10.69
70 16 11.28
70 17 11.75
70 18 12.13
70 19 12.44
70 20 12.70
70 21 12.92
70 22 13.09
70 23 13.20
70 24 13.26
70 25 13.22
70 26 13.00
70 27 11.86
70 28 11.10
70 29 12.22
70 30 13.17
70 31 14.00
70 32 14.75
70 33 15.43
70 34 16.05
70 35 16.61
70 36 17.13
70 37 17.59
70 38 17.98
70 39 18.25
70 40 17.94
70 41 8.74
70 42 9.96
70 43 11.08
70 44 12.13
70 45 13.12
70 46 14.06
70 47 14.96
70 48 15.84
70 49 16.69
70 50 17.52
70 51 18.33
70 52 19.13
70 53 19.98
70 54 4.53
70 55 5.18
70 56 6.05
70 57 7.00
70 58 7.99
70 59 8.98
70 60 9.98
70 61 10.99
70 62 12.01
70 63 13.06
70 64 14.14
70 65 15.34
70 66 17.19
70 67 3.39
70 68 2.17
70 69 1.05
70 70 0.00
70 71 1.02
70 72 2.02
70 73 3.01
70 74 4.00
70 75 5.01
70 76 6.06
70 77 7.18
70 78 8.45
70 79 10.68
70 80 12.92
71 1 8.34
71 2 8.64
71 3 8.43
71 4 8.21
71 5 7.99
71 6 7.76
71 7 7.54
71 8 7.33
71 9 7.12
71 10 6.91
71 11 6.69
71 12 6.47
71 13 6.18
71 14 5.53
71 15 11.58
71 16 12.22
71 17 12.72
71 18 13.11
71 19 13.44
71 20 13.72
71 21 13.94
71 22 14.10
71 23 14.21
71 24 14.25
71 25 14.19
71 26 13.93
71 27 12.67
71 28 11.75
71 29 12.91
71 30 13.89
71 31 14.75
71 32 15.52
71 33 16.23
71 34 16.88
71 35 17.48
71 36 18.02
71 37 18.51
71 38 18.92
71 39 19.22
71 40 18.95
71 41 9.09
71 42 10.27
71 43 11.39
71 44 12.44
71 45 13.44
71 46 14.41
71 47 15.34
71 48 16.25
71 49 17.13
71 50 17.99
71 51 18.85
71 52 19.71
71 53 20.69
71 54 4.80
71 55 5.22
71 56 5.95
71 57 6.82
71 58 7.76
71 59 8.74
71 60 9.74
71 61 10.75
71 62 11.79
71 63 12.87
71 64 14.00
71 65 15.25
71 66 17.26
71 67 4.37
71 68 3.17
71 69 2.07
71 70 1.02
71 71 0.00
71 72 1.00
71 73 2.00
71 74 3.01
71 75 4.03
71 76 5.11
71 77 6.26
71 78 7.58
71 79 9.96
71 80 13.33
72 1 9.34
72 2 9.60
72 3 9.42
72 4 9.21
72 5 8.98
72 6 8.74
72 7 8.49
72 8 8.22
72 9 7.94
72 10 7.65
72 11 7.33
72 12 6.95
72 13 6.46
72 14 5.28
72 15 12.42
72 16 13.10
72 17 13.63
72 18 14.06
72 19 14.41
72 20 14.70
72 21 14.93
72 22 15.10
72 23 15.21
72 24 15.25
72 25 15.18
72 26 14.90
72 27 13.56
72 28 12.34
72 29 13.52
72 30 14.53
72 31 15.43
72 32 16.23
72 33 16.97
72 34 17.65
72 35 18.27
72 36 18.85
72 37 19.36
72 38 19.81
72 39 20.13
72 40 19.92
72 41 9.40
72 42 10.55
72 43 11.65
72 44 12.70
72 45 13.72
72 46 14.70
72 47 15.65
72 48 16.58
72 49 17.49
72 50 18.40
72 51 19.30
72 52 20.21
72 53 21.31
72 54 5.14
72 55 5.33
72 56 5.89
72 57 6.66
72 58 7.54
72 59 8.49
72 60 9.47
72 61 10.49
72 62 11.54
72 63 12.63
72 64 13.80
72 65 15.11
72 66 17.27
72 67 5.33
72 68 4.15
72 69 3.06
72 70 2.02
72 71 1.00
72 72 0.00
72 73 1.00
72 74 2.02
72 75 3.06
72 76 4.15
72 77 5.33
72 78 6.70
72 79 9.22
72 80 13.68
73 1 10.34
73 2 10.54
73 3 10.40
73 4 10.21
73 5 9.98
73 6 9.74
73 7 9.47
73 8 9.18
73 9 8.86
73 10 8.51
73 11 8.11
73 12 7.63
73 13 6.98
73 14 5.34
73 15 13.21
73 16 13.94
73 17 14.51
73 18 14.96
73 19 15.34
73 20 15.65
73 21 15.90
73 22 16.09
73 23 16.21
73 24 16.25
73 25 16.18
73 26 15.89
73 27 14.51
73 28 12.89
73 29 14.09
73 30 15.13
73 31 16.05
73 32 16.88
73 33 17.65
73 34 18.36
73 35 19.01
73 36 19.62
73 37 20.16
73 38 20.64
73 39 21.01
73 40 20.86
73 41 9.70
73 42 10.80
73 43 11.87
73 44 12.92
73 45 13.94
73 46 14.93
73 47 15.90
73 48 16.85
73 49 17.79
73 50 18.73
73 51 19.67
73 52 20.64
73 53 21.86
73 54 5.54
73 55 5.50
73 56 5.89
73 57 6.53
73 58 7.33
73 59 8.22
73 60 9.18
73 61 10.19
73 62 11.24
73 63 12.35
73 64 13.55
73 65 14.91
73 66 17.20
73 67 6.26
73 68 5.11
73 69 4.03
73 70 3.01
73 71 2.00
73 72 1.00
73 73 0.00
73 74 1.02
73 75 2.07
73 76 3.17
73 77 4.38
73 78 5.79
73 79 8.44
73 80 13.97
74 1 11.34
74 2 11.45
74 3 11.36
74 4 11.20
74 5 10.99
74 6 10.75
74 7 10.49
74 8 10.19
74 9 9.85
74 10 9.47
74 11 9.02
74 12 8.47
74 13 7.70
74 14 5.71
74 15 13.97
74 16 14.74
74 17 15.35
74 18 15.84
74 19 16.24
74 20 16.58
74 21 16.85
74 22 17.06
74 23 17.20
74 24 17.25
74 25 17.19
74 26 16.91
74 27 15.51
74 28 13.39
74 29 14.61
74 30 15.67
74 31 16.61
74 32 17.48
74 33 18.27
74 34 19.01
74 35 19.70
74 36 20.33
74 37 20.92
74 38 21.43
74 39 21.84
74 40 21.77
74 41 9.98
74 42 11.01
74 43 12.05
74 44 13.09
74 45 14.10
74 46 15.10
74 47 16.09
74 48 17.06
74 49 18.03
74 50 19.00
74 51 19.98
74 52 21.00
74 53 22.35
74 54 5.97
74 55 5.73
74 56 5.92
74 57 6.42
74 58 7.12
74 59 7.94
74 60 8.86
74 61 9.85
74 62 10.90
74 63 12.02
74 64 13.24
74 65 14.64
74 66 17.07
74 67 7.18
74 68 6.06
74 69 5.01
74 70 4.00
74 71 3.01
74 72 2.02
74 73 1.02
74 74 0.00
74 75 1.05
74 76 2.17
74 77 3.39
74 78 4.84
74 79 7.62
74 80 14.21
75 1 12.35
75 2 12.35
75 3 12.31
75 4 12.19
75 5 12.01
75 6 11.79
75 7 11.54
75 8 11.24
75 9 10.90
75 10 10.50
75 11 10.03
75 12 9.43
75 13 8.58
75 14 6.36
75 15 14.69
75 16 15.51
75 17 16.16
75 18 16.69
75 19 17.13
75 20 17.49
75 21 17.79
75 22 18.03
75 23 18.19
75 24 18.27
75 25 18.22
75 26 17.96
75 27 16.57
75 28 13.85
75 29 15.08
75 30 16.16
75 31 17.13
75 32 18.02
75 33 18.85
75 34 19.62
75 35 20.33
75 36 21.00
75 37 21.62
75 38 22.17
75 39 22.63
75 40 22.66
75 41 10.23
75 42 11.19
75 43 12.19
75 44 13.20
75 45 14.21
75 46 15.21
75 47 16.21
75 48 17.20
75 49 18.19
75 50 19.19
75 51 20.21
75 52 21.29
75 53 22.76
75 54 6.45
75 55 6.01
75 56 6.00
75 57 6.34
75 58 6.91
75 59 7.65
75 60 8.51
75 61 9.47
75 62 10.50
75 63 11.62
75 64 12.86
75 65 14.30
75 66 16.86
75 67 8.10
75 68 7.02
75 69 6.00
75 70 5.01
75 71 4.03
75 72 3.06
75 73 2.07
75 74 1.05
75 75 0.00
75 76 1.12
75 77 2.36
75 78 3.84
75 79 6.73
75 80 14.40
76 1 13.38
76 2 13.25
76 3 13.27
76 4 13.19
76 5 13.06
76 6 12.87
76 7 12.63
76 8 12.35
76 9 12.02
76 10 11.62
76 11 11.14
76 12 10.52
76 13 9.63
76 14 7.25
76 15 15.38
76 16 16.25
76 17 16.95
76 18 17.52
76 19 17.99
76 20 18.40
76 21 18.73
76 22 19.00
76 23 19.19
76 24 19.29
76 25 19.28
76 26 19.04
76 27 17.68
76 28 14.26
76 29 15.50
76 30 16.60
76 31 17.59
76 32 18.51
76 33 19.36
76 34 20.16
76 35 20.92
76 36 21.62
76 37 22.28
76 38 22.88
76 39 23.39
76 40 23.52
76 41 10.45
76 42 11.32
76 43 12.27
76 44 13.26
76 45 14.25
76 46 15.25
76 47 16.25
76 48 17.25
76 49 18.27
76 50 19.29
76 51 20.35
76 52 21.49
76 53 23.10
76 54 6.95
76 55 6.33
76 56 6.13
76 57 6.27
76 58 6.70
76 59 7.33
76 60 8.11
76 61 9.02
76 62 10.03
76 63 11.14
76 64 12.38
76 65 13.86
76 66 16.54
76 67 9.03
76 68 8.00
76 69 7.02
76 70 6.06
76 71 5.11
76 72 4.15
76 73 3.17
76 74 2.17
76 75 1.12
76 76 0.00
76 77 1.24
76 78 2.75
76 79 5.75
76 80 14.52
77 1 14.45
77 2 14.16
77 3 14.25
77 4 14.23
77 5 14.14
77 6 14.00
77 7 13.80
77 8 13.55
77 9 13.24
77 10 12.86
77 11 12.38
77 12 11.76
77 13 10.86
77 14 8.40
77 15 16.04
77 16 16.97
77 17 17.71
77 18 18.33
77 19 18.85
77 20 19.30
77 21 19.67
77 22 19.98
77 23 20.21
77 24 20.35
77 25 20.37
77 26 20.18
77 27 18.88
77 28 14.61
77 29 15.85
77 30 16.96
77 31 17.98
77 32 18.92
77 33 19.81
77 34 20.64
77 35 21.43
77 36 22.17
77 37 22.88
77 38 23.52
77 39 24.10
77 40 24.36
77 41 10.63
77 42 11.39
77 43 12.28
77 44 13.22
77 45 14.19
77 46 15.18
77 47 16.18
77 48 17.19
77 49 18.22
77 50 19.27
77 51 20.37
77 52 21.57
77 53 23.33
77 54 7.50
77 55 6.70
77 56 6.29
77 57 6.23
77 58 6.47
77 59 6.95
77 60 7.63
77 61 8.47
77 62 9.43
77 63 10.52
77 64 11.76
77 65 13.26
77 66 16.07
77 67 10.00
77 68 9.03
77 69 8.10
77 70 7.18
77 71 6.26
77 72 5.33
77 73 4.38
77 74 3.39
77 75 2.36
77 76 1.24
77 77 0.00
77 78 1.52
77 79 4.62
77 80 14.55
78 1 15.62
78 2 15.11
78 3 15.29
78 4 15.36
78 5 15.34
78 6 15.25
78 7 15.11
78 8 14.91
78 9 14.64
78 10 14.30
78 11 13.86
78 12 13.26
78 13 12.38
78 14 9.90
78 15 16.66
78 16 17.65
78 17 18.45
78 18 19.13
78 19 19.71
78 20 20.21
78 21 20.64
78 22 21.00
78 23 21.29
78 24 21.49
78 25 21.57
78 26 21.43
78 27 20.25
78 28 14.86
78 29 16.09
78 30 17.21
78 31 18.25
78 32 19.22
78 33 20.13
78 34 21.01
78 35 21.84
78 36 22.63
78 37 23.39
78 38 24.10
78 39 24.75
78 40 25.18
78 41 10.71
78 42 11.34
78 43 12.12
78 44 13.00
78 45 13.93
78 46 14.90
78 47 15.89
78 48 16.91
78 49 17.96
78 50 19.04
78 51 20.18
78 52 21.43
78 53 23.37
78 54 8.10
78 55 7.13
78 56 6.50
78 57 6.19
78 58 6.18
78 59 6.46
78 60 6.98
78 61 7.70
78 62 8.59
78 63 9.63
78 64 10.86
78 65 12.37
78 66 15.30
78 67 11.06
78 68 10.18
78 69 9.31
78 70 8.45
78 71 7.58
78 72 6.70
78 73 5.79
78 74 4.84
78 75 3.84
78 76 2.75
78 77 1.52
78 78 0.00
78 79 3.18
78 80 14.40
79 1 17.39
79 2 16.37
79 3 16.78
79 4 17.03
79 5 17.19
79 6 17.26
79 7 17.27
79 8 17.20
79 9 17.07
79 10 16.86
79 11 16.54
79 12 16.07
79 13 15.30
79 14 13.00
79 15 17.15
79 16 18.26
79 17 19.19
79 18 19.98
79 19 20.69
79 20 21.31
79 21 21.86
79 22 22.35
79 23 22.76
79 24 23.10
79 25 23.33
79 26 23.37
79 27 22.52
79 28 14.61
79 29 15.78
79 30 16.89
79 31 17.94
79 32 18.95
79 33 19.92
79 34 20.86
79 35 21.77
79 36 22.66
79 37 23.52
79 38 24.36
79 39 25.18
79 40 26.00
79 41 10.32
79 42 10.61
79 43 11.15
79 44 11.86
79 45 12.67
79 46 13.56
79 47 14.51
79 48 15.51
79 49 16.57
79 50 17.68
79 51 18.88
79 52 20.25
79 53 22.52
79 54 8.98
79 55 7.78
79 56 6.81
79 57 6.05
79 58 5.53
79 59 5.28
79 60 5.34
79 61 5.71
79 62 6.36
79 63 7.25
79 64 8.40
79 65 9.90
79 66 13.00
79 67 12.70
79 68 12.04
79 69 11.37
79 70 10.68
79 71 9.96
79 72 9.22
79 73 8.44
79 74 7.62
79 75 6.73
79 76 5.75
79 77 4.62
79 78 3.18
79 79 0.00
79 80 13.34
80 1 13.84
80 2 10.97
80 3 12.15
80 4 13.16
80 5 14.06
80 6 14.87
80 7 15.62
80 8 16.31
80 9 16.95
80 10 17.55
80 11 18.09
80 12 18.56
80 13 18.94
80 14 18.86
80 15 8.10
80 16 9.27
80 17 10.38
80 18 11.43
80 19 12.44
80 20 13.42
80 21 14.36
80 22 15.28
80 23 16.18
80 24 17.07
80 25 17.95
80 26 18.85
80 27 19.94
80 28 3.82
80 29 4.16
80 30 4.87
80 31 5.74
80 32 6.69
80 33 7.67
80 34 8.68
80 35 9.69
80 36 10.73
80 37 11.80
80 38 12.92
80 39 14.17
80 40 16.19
80 41 4.27
80 42 3.21
80 43 2.28
80 44 1.49
80 45 1.08
80 46 1.37
80 47 2.08
80 48 2.92
80 49 3.82
80 50 4.79
80 51 5.83
80 52 7.03
80 53 9.19
80 54 8.54
80 55 8.49
80 56 8.41
80 57 8.32
80 58 8.22
80 59 8.12
80 60 8.02
80 61 7.91
80 62 7.80
80 63 7.67
80 64 7.51
80 65 7.26
80 66 6.51
80 67 11.14
80 68 11.87
80 69 12.44
80 70 12.92
80 71 13.33
80 72 13.68
80 73 13.97
80 74 14.21
80 75 14.40
80 76 14.52
80 77 14.55
80 78 14.40
80 79 13.34
80 80 0.00
;
param v :=
1 1 0
1 2 39
1 3 52
1 4 41
1 5 40
1 6 35
1 7 53
1 8 44
1 9 45
1 10 50
1 11 38
1 12 47
1 13 43
1 14 60
1 15 47
1 16 44
1 17 35
1 18 56
1 19 44
1 20 48
1 21 52
1 22 53
1 23 48
1 24 53
1 25 48
1 26 45
1 27 50
1 28 42
1 29 50
1 30 55
1 31 52
1 32 47
1 33 52
1 34 36
1 35 35
1 36 49
1 37 50
1 38 55
1 39 51
1 40 44
1 41 51
1 42 48
1 43 55
1 44 36
1 45 35
1 46 59
1 47 37
1 48 57
1 49 47
1 50 52
1 51 57
1 52 47
1 53 55
1 54 42
1 55 52
1 56 54
1 57 57
1 58 54
1 59 53
1 60 55
1 61 60
1 62 44
1 63 43
1 64 50
1 65 48
1 66 55
1 67 48
1 68 46
1 69 42
1 70 55
1 71 35
1 72 40
1 73 56
1 74 39
1 75 48
1 76 57
1 77 46
1 78 55
1 79 54
1 80 56
2 1 59
2 2 0
2 3 49
2 4 55
2 5 55
2 6 46
2 7 53
2 8 48
2 9 42
2 10 60
2 11 56
2 12 58
2 13 45
2 14 55
2 15 53
2 16 54
2 17 37
2 18 58
2 19 36
2 20 38
2 21 38
2 22 48
2 23 43
2 24 47
2 25 40
2 26 55
2 27 51
2 28 35
2 29 38
2 30 41
2 31 59
2 32 50
2 33 58
2 34 39
2 35 41
2 36 37
2 37 41
2 38 39
2 39 40
2 40 41
2 41 44
2 42 52
2 43 56
2 44 59
2 45 37
2 46 56
2 47 41
2 48 58
2 49 60
2 50 45
2 51 47
2 52 59
2 53 43
2 54 36
2 55 35
2 56 60
2 57 40
2 58 45
2 59 50
2 60 35
2 61 48
2 62 46
2 63 35
2 64 60
2 65 41
2 66 44
2 67 43
2 68 59
2 69 56
2 70 58
2 71 56
2 72 46
2 73 46
2 74 38
2 75 58
2 76 56
2 77 54
2 78 49
2 79 40
2 80 49
3 1 43
3 2 35
3 3 0
3 4 35
3 5 56
3 6 43
3 7 52
3 8 47
3 9 37
3 10 47
3 11 52
3 12 55
3 13 41
3 14 58
3 15 35
3 16 43
3 17 43
3 18 38
3 19 48
3 20 54
3 21 58
3 22 57
3 23 53
3 24 42
3 25 56
3 26 54
3 27 59
3 28 57
3 29 43
3 30 51
3 31 46
3 32 37
3 33 43
3 34 40
3 35 44
3 36 53
3 37 52
3 38 48
3 39 50
3 40 55
3 41 57
3 42 60
3 43 39
3 44 49
3 45 60
3 46 50
3 47 39
3 48 39
3 49 56
3 50 57
3 51 51
3 52 51
3 53 38
3 54 42
3 55 55
3 56 48
3 57 58
3 58 49
3 59 58
3 60 46
3 61 40
3 62 40
3 63 54
3 64 46
3 65 60
3 66 58
3 67 45
3 68 35
3 69 40
3 70 46
3 71 50
3 72 51
3 73 47
3 74 49
3 75 38
3 76 42
3 77 51
3 78 51
3 79 45
3 80 36
4 1 37
4 2 49
4 3 51
4 4 0
4 5 45
4 6 60
4 7 57
4 8 46
4 9 44
4 10 48
4 11 39
4 12 38
4 13 39
4 14 51
4 15 56
4 16 60
4 17 42
4 18 47
4 19 45
4 20 43
4 21 35
4 22 60
4 23 54
4 24 57
4 25 52
4 26 51
4 27 46
4 28 45
4 29 51
4 30 39
4 31 44
4 32 60
4 33 53
4 34 52
4 35 58
4 36 35
4 37 59
4 38 36
4 39 35
4 40 57
4 41 37
4 42 54
4 43 40
4 44 50
4 45 35
4 46 52
4 47 42
4 48 38
4 49 38
4 50 39
4 51 41
4 52 59
4 53 53
4 54 44
4 55 53
4 56 35
4 57 52
4 58 36
4 59 46
4 60 53
4 61 58
4 62 57
4 63 39
4 64 53
4 65 55
4 66 50
4 67 57
4 68 49
4 69 48
4 70 38
4 71 49
4 72 49
4 73 39
4 74 55
4 75 56
4 76 52
4 77 55
4 78 36
4 79 49
4 80 41
5 1 51
5 2 59
5 3 39
5 4 37
5 5 0
5 6 55
5 7 39
5 8 39
5 9 38
5 10 35
5 11 51
5 12 58
5 13 43
5 14 46
5 15 59
5 16 44
5 17 50
5 18 46
5 19 50
5 20 57
5 21 39
5 22 37
5 23 41
5 24 58
5 25 44
5 26 40
5 27 44
5 28 47
5 29 47
5 30 51
5 31 45
5 32 46
5 33 44
5 34 56
5 35 44
5 36 54
5 37 60
5 38 40
5 39 54
5 40 53
5 41 45
5 42 41
5 43 41
5 44 39
5 45 39
5 46 56
5 47 52
5 48 47
5 49 54
5 50 45
5 51 44
5 52 55
5 53 52
5 54 52
5 55 55
5 56 51
5 57 50
5 58 36
5 59 59
5 60 45
5 61 42
5 62 47
5 63 56
5 64 51
5 65 47
5 66 50
5 67 60
5 68 35
5 69 46
5 70 47
5 71 55
5 72 39
5 73 43
5 74 44
5 75 51
5 76 55
5 77 51
5 78 53
5 79 35
5 80 49
6 1 40
6 2 59
6 3 40
6 4 46
6 5 57
6 6 0
6 7 36
6 8 40
6 9 55
6 10 39
6 11 41
6 12 37
6 13 57
6 14 55
6 15 40
6 16 36
6 17 46
6 18 35
6 19 56
6 20 54
6 21 42
6 22 50
6 23 56
6 24 41
6 25 52
6 26 44
6 27 56
6 28 39
6 29 50
6 30 39
6 31 45
6 32 45
6 33 41
6 34 37
6 35 42
6 36 35
6 37 52
6 38 52
6 39 47
6 40 48
6 41 40
6 42 55
6 43 53
6 44 47
6 45 48
6 46 36
6 47 50
6 48 43
6 49 58
6 50 45
6 51 45
6 52 60
6 53 39
6 54 40
6 55 50
6 56 40
6 57 42
6 58 46
6 59 47
6 60 42
6 61 51
6 62 57
6 63 55
6 64 51
6 65 43
6 66 48
6 67 44
6 68 43
6 69 56
6 70 52
6 71 50
6 72 36
6 73 49
6 74 37
6 75 44
6 76 42
6 77 45
6 78 45
6 79 40
6 80 46
7 1 43
7 2 49
7 3 42
7 4 36
7 5 55
7 6 41
7 7 0
7 8 41
7 9 55
7 10 49
7 11 43
7 12 44
7 13 45
7 14 37
7 15 57
7 16 37
7 17 40
7 18 38
7 19 60
7 20 55
7 21 55
7 22 58
7 23 52
7 24 54
7 25 42
7 26 38
7 27 47
7 28 54
7 29 37
7 30 39
7 31 54
7 32 54
7 33 42
7 34 40
7 35 59
7 36 49
7 37 37
7 38 36
7 39 52
7 40 57
7 41 38
7 42 38
7 43 54
7 44 57
7 45 56
7 46 51
7 47 59
7 48 38
7 49 57
7 50 54
7 51 58
7 52 44
7 53 35
7 54 51
7 55 49
7 56 48
7 57 56
7 58 52
7 59 48
7 60 48
7 61 49
7 62 41
7 63 36
7 64 59
7 65 50
7 66 51
7 67 44
7 68 45
7 69 45
7 70 44
7 71 40
7 72 59
7 73 39
7 74 60
7 75 37
7 76 41
7 77 48
7 78 59
7 79 46
7 80 51
8 1 50
8 2 50
8 3 36
8 4 47
8 5 48
8 6 42
8 7 54
8 8 0
8 9 36
8 10 44
8 11 47
8 12 46
8 13 54
8 14 39
8 15 39
8 16 56
8 17 56
8 18 40
8 19 39
8 20 52
8 21 39
8 22 36
8 23 48
8 24 53
8 25 46
8 26 46
8 27 43
8 28 37
8 29 45
8 30 54
8 31 51
8 32 35
8 33 39
8 34 48
8 35 37
8 36 36
8 37 56
8 38 44
8 39 40
8 40 42
8 41 60
8 42 40
8 43 35
8 44 49
8 45 43
8 46 43
8 47 45
8 48 60
8 49 36
8 50 54
8 51 39
8 52 47
8 53 41
8 54 38
8 55 58
8 56 49
8 57 47
8 58 41
8 59 41
8 60 49
8 61 42
8 62 37
8 63 56
8 64 43
8 65 38
8 66 52
8 67 49
8 68 44
8 69 57
8 70 41
8 71 38
8 72 39
8 73 47
8 74 40
8 75 39
8 76 43
8 77 53
8 78 54
8 79 44
8 80 41
9 1 54
9 2 45
9 3 42
9 4 42
9 5 45
9 6 41
9 7 40
9 8 40
9 9 0
9 10 46
9 11 52
